user:[46, 32, 11, 5, 6, 22, 26, 48, 42, 10, 28, 40, 17, 16, 31, 9]
selected sites ID:45,36,8,18,14,39,37
cluster34_cluster38_2 = -0.0
cluster34_cluster44_0 = 0.0
cluster34_cluster44_1 = 0.0
cluster34_cluster44_2 = -0.0
cluster34_cluster49_0 = -0.0
cluster34_cluster49_1 = -0.0
cluster34_cluster49_2 = 0.0
cluster35_cluster4_0 = 0.0
cluster35_cluster4_1 = 0.0
cluster35_cluster4_2 = 7.000000000000001
cluster35_cluster7_0 = -0.0
cluster35_cluster7_1 = 0.0
cluster35_cluster7_2 = -0.0
cluster35_cluster12_0 = 1.0
cluster35_cluster12_1 = -0.0
cluster35_cluster12_2 = 0.0
cluster35_cluster15_0 = -0.0
cluster35_cluster15_1 = 1.0
cluster35_cluster15_2 = -0.0
cluster35_cluster37_0 = -0.0
cluster35_cluster37_1 = -0.0
cluster35_cluster37_2 = -0.0
cluster35_cluster38_0 = -0.0
cluster35_cluster38_1 = 1.0
cluster35_cluster38_2 = -0.0
cluster35_cluster44_0 = -0.0
cluster35_cluster44_1 = -0.0
cluster35_cluster44_2 = -0.0
cluster35_cluster49_0 = -0.0
cluster35_cluster49_1 = -0.0
cluster35_cluster49_2 = 0.0
cluster36_cluster4_0 = 0.0
cluster36_cluster4_1 = 3.0
cluster36_cluster4_2 = 4.0
cluster36_cluster7_0 = 0.0
cluster36_cluster7_1 = 4.0
cluster36_cluster7_2 = 4.0
cluster36_cluster12_0 = 0.0
cluster36_cluster12_1 = 4.0
cluster36_cluster12_2 = 5.0
cluster36_cluster15_0 = 0.0
cluster36_cluster15_1 = 4.0
cluster36_cluster15_2 = 5.0
cluster36_cluster37_0 = 0.0
cluster36_cluster37_1 = 4.0
cluster36_cluster37_2 = 4.0
cluster36_cluster38_0 = 0.0
cluster36_cluster38_1 = 4.0
cluster36_cluster38_2 = 5.0
cluster36_cluster44_0 = 0.0
cluster36_cluster44_1 = 4.0
cluster36_cluster44_2 = 5.0
cluster36_cluster49_0 = 0.0
cluster36_cluster49_1 = 3.0
cluster36_cluster49_2 = 4.0
cluster39_cluster4_0 = 0.0
cluster39_cluster4_1 = 0.0
cluster39_cluster4_2 = 0.0
cluster39_cluster7_0 = 0.0
cluster39_cluster7_1 = 0.0
cluster39_cluster7_2 = 0.0
cluster39_cluster12_0 = 0.0
cluster39_cluster12_1 = 0.0
cluster39_cluster12_2 = 0.0
cluster39_cluster15_0 = 0.0
cluster39_cluster15_1 = 0.0
cluster39_cluster15_2 = 0.0
cluster39_cluster37_0 = 0.0
cluster39_cluster37_1 = 0.0
cluster39_cluster37_2 = 0.0
cluster39_cluster38_0 = 0.0
cluster39_cluster38_1 = 0.0
cluster39_cluster38_2 = 0.0
cluster39_cluster44_0 = 0.0
cluster39_cluster44_1 = 0.0
cluster39_cluster44_2 = 0.0
cluster39_cluster49_0 = 0.0
cluster39_cluster49_1 = 0.0
cluster39_cluster49_2 = 0.0
cluster40_cluster4_0 = -0.0
cluster40_cluster4_1 = -0.0
cluster40_cluster4_2 = -0.0
cluster40_cluster7_0 = -0.0
cluster40_cluster7_1 = -0.0
cluster40_cluster7_2 = -0.0
cluster40_cluster12_0 = -0.0
cluster40_cluster12_1 = 0.0
cluster40_cluster12_2 = 3.0
cluster40_cluster15_0 = -0.0
cluster40_cluster15_1 = -0.0
cluster40_cluster15_2 = -0.0
cluster40_cluster37_0 = -0.0
cluster40_cluster37_1 = -0.0
cluster40_cluster37_2 = -0.0
cluster40_cluster38_0 = -0.0
cluster40_cluster38_1 = -0.0
cluster40_cluster38_2 = -0.0
cluster40_cluster44_0 = -0.0
cluster40_cluster44_1 = -0.0
cluster40_cluster44_2 = -0.0
cluster40_cluster49_0 = -0.0
cluster40_cluster49_1 = 5.0
cluster40_cluster49_2 = 0.0
cluster41_cluster4_0 = -0.0
cluster41_cluster4_1 = -0.0
cluster41_cluster4_2 = -0.0
cluster41_cluster7_0 = -0.0
cluster41_cluster7_1 = -0.0
cluster41_cluster7_2 = -0.0
cluster41_cluster12_0 = -0.0
cluster41_cluster12_1 = 4.0
cluster41_cluster12_2 = 5.000000000001819
cluster41_cluster15_0 = -0.0
cluster41_cluster15_1 = -0.0
cluster41_cluster15_2 = 0.0
cluster41_cluster37_0 = -0.0
cluster41_cluster37_1 = -0.0
cluster41_cluster37_2 = -0.0
cluster41_cluster38_0 = -0.0
cluster41_cluster38_1 = -0.0
cluster41_cluster38_2 = -0.0
cluster41_cluster44_0 = -0.0
cluster41_cluster44_1 = -0.0
cluster41_cluster44_2 = -0.0
cluster41_cluster49_0 = -0.0
cluster41_cluster49_1 = 0.0
cluster41_cluster49_2 = -1.8187673589409312e-12
cluster42_cluster4_0 = 1.0
cluster42_cluster4_1 = 3.0
cluster42_cluster4_2 = 2.0
cluster42_cluster7_0 = -0.0
cluster42_cluster7_1 = -0.0
cluster42_cluster7_2 = -0.0
cluster42_cluster12_0 = -0.0
cluster42_cluster12_1 = -0.0
cluster42_cluster12_2 = -0.0
cluster42_cluster15_0 = -0.0
cluster42_cluster15_1 = -0.0
cluster42_cluster15_2 = -0.0
cluster42_cluster37_0 = -0.0
cluster42_cluster37_1 = -0.0
cluster42_cluster37_2 = 1.0
cluster42_cluster38_0 = -0.0
cluster42_cluster38_1 = -0.0
cluster42_cluster38_2 = 0.0
cluster42_cluster44_0 = 0.0
cluster42_cluster44_1 = 0.0
cluster42_cluster44_2 = 0.0
cluster42_cluster49_0 = -0.0
cluster42_cluster49_1 = -0.0
cluster42_cluster49_2 = 0.0
cluster43_cluster4_0 = -0.0
cluster43_cluster4_1 = 5.0
cluster43_cluster4_2 = -0.0
cluster43_cluster7_0 = -0.0
cluster43_cluster7_1 = -0.0
cluster43_cluster7_2 = 5.999999999999999
cluster43_cluster12_0 = -0.0
cluster43_cluster12_1 = 0.0
cluster43_cluster12_2 = 0.0
cluster43_cluster15_0 = -0.0
cluster43_cluster15_1 = 0.0
cluster43_cluster15_2 = -0.0
cluster43_cluster37_0 = -0.0
cluster43_cluster37_1 = -0.0
cluster43_cluster37_2 = -0.0
cluster43_cluster38_0 = -0.0
cluster43_cluster38_1 = -0.0
cluster43_cluster38_2 = 1.0
cluster43_cluster44_0 = -0.0
cluster43_cluster44_1 = -0.0
cluster43_cluster44_2 = -0.0
cluster43_cluster49_0 = -0.0
cluster43_cluster49_1 = -0.0
cluster43_cluster49_2 = 1.0000000000000007
cluster45_cluster4_0 = 0.0
cluster45_cluster4_1 = 0.0
cluster45_cluster4_2 = 0.0
cluster45_cluster7_0 = 0.0
cluster45_cluster7_1 = 0.0
cluster45_cluster7_2 = 0.0
cluster45_cluster12_0 = 0.0
cluster45_cluster12_1 = 0.0
cluster45_cluster12_2 = 0.0
cluster45_cluster15_0 = 0.0
cluster45_cluster15_1 = 0.0
cluster45_cluster15_2 = 0.0
cluster45_cluster37_0 = 0.0
cluster45_cluster37_1 = 0.0
cluster45_cluster37_2 = 0.0
cluster45_cluster38_0 = 0.0
cluster45_cluster38_1 = 0.0
cluster45_cluster38_2 = 0.0
cluster45_cluster44_0 = 0.0
cluster45_cluster44_1 = 0.0
cluster45_cluster44_2 = 0.0
cluster45_cluster49_0 = 0.0
cluster45_cluster49_1 = 0.0
cluster45_cluster49_2 = 0.0
cluster46_cluster4_0 = -0.0
cluster46_cluster4_1 = 4.0
cluster46_cluster4_2 = 5.0
cluster46_cluster7_0 = -0.0
cluster46_cluster7_1 = -0.0
cluster46_cluster7_2 = 0.0
cluster46_cluster12_0 = -0.0
cluster46_cluster12_1 = -0.0
cluster46_cluster12_2 = -0.0
cluster46_cluster15_0 = -0.0
cluster46_cluster15_1 = -0.0
cluster46_cluster15_2 = -0.0
cluster46_cluster37_0 = -0.0
cluster46_cluster37_1 = -0.0
cluster46_cluster37_2 = -0.0
cluster46_cluster38_0 = -0.0
cluster46_cluster38_1 = -0.0
cluster46_cluster38_2 = -0.0
cluster46_cluster44_0 = -0.0
cluster46_cluster44_1 = 0.0
cluster46_cluster44_2 = -0.0
cluster46_cluster49_0 = -0.0
cluster46_cluster49_1 = -0.0
cluster46_cluster49_2 = -0.0
cluster47_cluster4_0 = -0.0
cluster47_cluster4_1 = -0.0
cluster47_cluster4_2 = -0.0
cluster47_cluster7_0 = -0.0
cluster47_cluster7_1 = -0.0
cluster47_cluster7_2 = 0.9999999999977659
cluster47_cluster12_0 = 1.0
cluster47_cluster12_1 = 0.0
cluster47_cluster12_2 = 0.0
cluster47_cluster15_0 = -0.0
cluster47_cluster15_1 = -0.0
cluster47_cluster15_2 = 3.0000000000022338
cluster47_cluster37_0 = -0.0
cluster47_cluster37_1 = 0.0
cluster47_cluster37_2 = -0.0
cluster47_cluster38_0 = -0.0
cluster47_cluster38_1 = -0.0
cluster47_cluster38_2 = -0.0
cluster47_cluster44_0 = -0.0
cluster47_cluster44_1 = -0.0
cluster47_cluster44_2 = 0.0
cluster47_cluster49_0 = 0.0
cluster47_cluster49_1 = 4.0
cluster47_cluster49_2 = 0.9999999999999997
cluster48_cluster4_0 = 2.0
cluster48_cluster4_1 = 3.0000000000008322
cluster48_cluster4_2 = 3.9999999999999996
cluster48_cluster7_0 = -0.0
cluster48_cluster7_1 = -0.0
cluster48_cluster7_2 = -0.0
cluster48_cluster12_0 = -0.0
cluster48_cluster12_1 = 0.9999999999991682
cluster48_cluster12_2 = -0.0
cluster48_cluster15_0 = -0.0
cluster48_cluster15_1 = -0.0
cluster48_cluster15_2 = -0.0
cluster48_cluster37_0 = -0.0
cluster48_cluster37_1 = -0.0
cluster48_cluster37_2 = -0.0
cluster48_cluster38_0 = -0.0
cluster48_cluster38_1 = -0.0
cluster48_cluster38_2 = 1.0
cluster48_cluster44_0 = 0.0
cluster48_cluster44_1 = -0.0
cluster48_cluster44_2 = 0.0
cluster48_cluster49_0 = -0.0
cluster48_cluster49_1 = -0.0
cluster48_cluster49_2 = -0.0
avg_reward4_0 = 7.540623664855957
avg_reward4_1 = 16.035162925714758
avg_reward4_2 = 34.13501167297363
avg_reward7_0 = 10006.120116233826
avg_reward7_1 = 16.669782638550153
avg_reward7_2 = 43.58048629760742
avg_reward12_0 = 7.987228870391847
avg_reward12_1 = 0.0
avg_reward12_2 = 0.0
avg_reward15_0 = 10.38390302658081
avg_reward15_1 = 19.513927459716797
avg_reward15_2 = 0.0
avg_reward37_0 = 11.091807824066564
avg_reward37_1 = 19.90505123138371
avg_reward37_2 = 28.215996742243078
avg_reward38_0 = 9.49375915526798
avg_reward38_1 = 13.388318538665771
avg_reward38_2 = 0.0
avg_reward44_0 = 8.434383869171143
avg_reward44_1 = 18.140453338623047
avg_reward44_2 = 0.0
avg_reward49_0 = 10.537257194519043
avg_reward49_1 = 0.0
avg_reward49_2 = 44.965890884399414
Base Model Variables and Values:
cluster0_cluster4_0 = -0.0
cluster0_cluster4_1 = 0.0
cluster0_cluster4_2 = -0.0
cluster0_cluster7_0 = -0.0
cluster0_cluster7_1 = 0.0
cluster0_cluster7_2 = -0.0
cluster0_cluster12_0 = 1.0
cluster0_cluster12_1 = 0.9999999999999998
cluster0_cluster12_2 = 0.0
cluster0_cluster15_0 = -0.0
cluster0_cluster15_1 = 0.0
cluster0_cluster15_2 = 0.0
cluster0_cluster37_0 = -0.0
cluster0_cluster37_1 = 0.0
cluster0_cluster37_2 = 1.0
cluster0_cluster38_0 = -0.0
cluster0_cluster38_1 = -0.0
cluster0_cluster38_2 = 0.0
cluster0_cluster44_0 = -0.0
cluster0_cluster44_1 = -0.0
cluster0_cluster44_2 = -0.0
cluster0_cluster49_0 = 0.0
cluster0_cluster49_1 = 2.0000000000000004
cluster0_cluster49_2 = 3.0
cluster1_cluster4_0 = 13.0
cluster1_cluster4_1 = 8.0
cluster1_cluster4_2 = 7.0000000000000036
cluster1_cluster7_0 = -0.0
cluster1_cluster7_1 = 2.0
cluster1_cluster7_2 = 0.0
cluster1_cluster12_0 = -0.0
cluster1_cluster12_1 = -0.0
cluster1_cluster12_2 = 0.0
cluster1_cluster15_0 = -0.0
cluster1_cluster15_1 = 0.0
cluster1_cluster15_2 = 1.9999999999993385
cluster1_cluster37_0 = -0.0
cluster1_cluster37_1 = 3.0000000000000258
cluster1_cluster37_2 = 0.0
cluster1_cluster38_0 = -0.0
cluster1_cluster38_1 = 0.0
cluster1_cluster38_2 = 2.0
cluster1_cluster44_0 = 0.0
cluster1_cluster44_1 = 12.999999999999975
cluster1_cluster44_2 = 27.00000000000132
cluster1_cluster49_0 = -0.0
cluster1_cluster49_1 = 0.0
cluster1_cluster49_2 = 1.9999999999993388
cluster2_cluster4_0 = -0.0
cluster2_cluster4_1 = 21.000000000000025
cluster2_cluster4_2 = 44.000000000000014
cluster2_cluster7_0 = -0.0
cluster2_cluster7_1 = 0.0
cluster2_cluster7_2 = 21.999999999999996
cluster2_cluster12_0 = -0.0
cluster2_cluster12_1 = 8.0
cluster2_cluster12_2 = 0.0
cluster2_cluster15_0 = -0.0
cluster2_cluster15_1 = 20.999999999999424
cluster2_cluster15_2 = 74.0
cluster2_cluster37_0 = -0.0
cluster2_cluster37_1 = 11.0
cluster2_cluster37_2 = 30.00000000000007
cluster2_cluster38_0 = -0.0
cluster2_cluster38_1 = -0.0
cluster2_cluster38_2 = -3.637978807091713e-12
cluster2_cluster44_0 = -0.0
cluster2_cluster44_1 = 102.00000000000053
cluster2_cluster44_2 = 95.00000000000357
cluster2_cluster49_0 = -0.0
cluster2_cluster49_1 = 0.0
cluster2_cluster49_2 = 6.999999999999999
cluster3_cluster4_0 = 1.0
cluster3_cluster4_1 = 2.0
cluster3_cluster4_2 = 1.0
cluster3_cluster7_0 = -0.0
cluster3_cluster7_1 = -0.0
cluster3_cluster7_2 = -0.0
cluster3_cluster12_0 = -0.0
cluster3_cluster12_1 = -0.0
cluster3_cluster12_2 = 1.0
cluster3_cluster15_0 = -0.0
cluster3_cluster15_1 = -0.0
cluster3_cluster15_2 = -0.0
cluster3_cluster37_0 = -0.0
cluster3_cluster37_1 = -0.0
cluster3_cluster37_2 = 1.0
cluster3_cluster38_0 = -0.0
cluster3_cluster38_1 = -0.0
cluster3_cluster38_2 = 1.0
cluster3_cluster44_0 = 0.0
cluster3_cluster44_1 = 0.0
cluster3_cluster44_2 = -0.0
cluster3_cluster49_0 = -0.0
cluster3_cluster49_1 = 0.0
cluster3_cluster49_2 = -0.0
cluster5_cluster4_0 = 4.0
cluster5_cluster4_1 = 10.0
cluster5_cluster4_2 = 2.0000000000000004
cluster5_cluster7_0 = -0.0
cluster5_cluster7_1 = -0.0
cluster5_cluster7_2 = 0.0
cluster5_cluster12_0 = -0.0
cluster5_cluster12_1 = -0.0
cluster5_cluster12_2 = 1.000000000000025
cluster5_cluster15_0 = -0.0
cluster5_cluster15_1 = -0.0
cluster5_cluster15_2 = 1.0
cluster5_cluster37_0 = -0.0
cluster5_cluster37_1 = 0.0
cluster5_cluster37_2 = -0.0
cluster5_cluster38_0 = -0.0
cluster5_cluster38_1 = -0.0
cluster5_cluster38_2 = 0.0
cluster5_cluster44_0 = 0.0
cluster5_cluster44_1 = -0.0
cluster5_cluster44_2 = 1.9999999999999742
cluster5_cluster49_0 = -0.0
cluster5_cluster49_1 = -0.0
cluster5_cluster49_2 = -0.0
cluster6_cluster4_0 = 2.0
cluster6_cluster4_1 = 5.0
cluster6_cluster4_2 = 2.0000000000000013
cluster6_cluster7_0 = -0.0
cluster6_cluster7_1 = -0.0
cluster6_cluster7_2 = 1.0
cluster6_cluster12_0 = 0.0
cluster6_cluster12_1 = 0.0
cluster6_cluster12_2 = 0.0
cluster6_cluster15_0 = -0.0
cluster6_cluster15_1 = -0.0
cluster6_cluster15_2 = 0.0
cluster6_cluster37_0 = -0.0
cluster6_cluster37_1 = 0.0
cluster6_cluster37_2 = 0.0
cluster6_cluster38_0 = -0.0
cluster6_cluster38_1 = -0.0
cluster6_cluster38_2 = 0.0
cluster6_cluster44_0 = -0.0
cluster6_cluster44_1 = 0.0
cluster6_cluster44_2 = -0.0
cluster6_cluster49_0 = -0.0
cluster6_cluster49_1 = -0.0
cluster6_cluster49_2 = -0.0
cluster8_cluster4_0 = -0.0
cluster8_cluster4_1 = -0.0
cluster8_cluster4_2 = -0.0
cluster8_cluster7_0 = -0.0
cluster8_cluster7_1 = 0.0
cluster8_cluster7_2 = -0.0
cluster8_cluster12_0 = 1.0
cluster8_cluster12_1 = 1.0000000000036393
cluster8_cluster12_2 = 0.0
cluster8_cluster15_0 = -0.0
cluster8_cluster15_1 = 0.0
cluster8_cluster15_2 = 0.0
cluster8_cluster37_0 = -0.0
cluster8_cluster37_1 = 0.0
cluster8_cluster37_2 = 0.0
cluster8_cluster38_0 = -0.0
cluster8_cluster38_1 = 0.0
cluster8_cluster38_2 = -0.0
cluster8_cluster44_0 = -0.0
cluster8_cluster44_1 = -0.0
cluster8_cluster44_2 = -0.0
cluster8_cluster49_0 = 0.0
cluster8_cluster49_1 = 2.9999999999963607
cluster8_cluster49_2 = 4.0
cluster9_cluster4_0 = 1.0
cluster9_cluster4_1 = 4.0
cluster9_cluster4_2 = 0.0
cluster9_cluster7_0 = -0.0
cluster9_cluster7_1 = -0.0
cluster9_cluster7_2 = 0.0
cluster9_cluster12_0 = -0.0
cluster9_cluster12_1 = -0.0
cluster9_cluster12_2 = -0.0
cluster9_cluster15_0 = -0.0
cluster9_cluster15_1 = 0.0
cluster9_cluster15_2 = -0.0
cluster9_cluster37_0 = -0.0
cluster9_cluster37_1 = -0.0
cluster9_cluster37_2 = -0.0
cluster9_cluster38_0 = -0.0
cluster9_cluster38_1 = -0.0
cluster9_cluster38_2 = -0.0
cluster9_cluster44_0 = 0.0
cluster9_cluster44_1 = 0.0
cluster9_cluster44_2 = 2.0
cluster9_cluster49_0 = -0.0
cluster9_cluster49_1 = -0.0
cluster9_cluster49_2 = 0.0
cluster10_cluster4_0 = -0.0
cluster10_cluster4_1 = -0.0
cluster10_cluster4_2 = -0.0
cluster10_cluster7_0 = -0.0
cluster10_cluster7_1 = -0.0
cluster10_cluster7_2 = -0.0
cluster10_cluster12_0 = -0.0
cluster10_cluster12_1 = 2.0
cluster10_cluster12_2 = 0.0
cluster10_cluster15_0 = -0.0
cluster10_cluster15_1 = -0.0
cluster10_cluster15_2 = -0.0
cluster10_cluster37_0 = -0.0
cluster10_cluster37_1 = 0.0
cluster10_cluster37_2 = -0.0
cluster10_cluster38_0 = -0.0
cluster10_cluster38_1 = 0.0
cluster10_cluster38_2 = -0.0
cluster10_cluster44_0 = -0.0
cluster10_cluster44_1 = -0.0
cluster10_cluster44_2 = -0.0
cluster10_cluster49_0 = -0.0
cluster10_cluster49_1 = -0.0
cluster10_cluster49_2 = 5.0
cluster11_cluster4_0 = -0.0
cluster11_cluster4_1 = -0.0
cluster11_cluster4_2 = -0.0
cluster11_cluster7_0 = -0.0
cluster11_cluster7_1 = -0.0
cluster11_cluster7_2 = -0.0
cluster11_cluster12_0 = 2.0
cluster11_cluster12_1 = 2.0
cluster11_cluster12_2 = 4.0
cluster11_cluster15_0 = -0.0
cluster11_cluster15_1 = 0.0
cluster11_cluster15_2 = 0.0
cluster11_cluster37_0 = -0.0
cluster11_cluster37_1 = -0.0
cluster11_cluster37_2 = 0.0
cluster11_cluster38_0 = -0.0
cluster11_cluster38_1 = -0.0
cluster11_cluster38_2 = -0.0
cluster11_cluster44_0 = -0.0
cluster11_cluster44_1 = 0.0
cluster11_cluster44_2 = 0.0
cluster11_cluster49_0 = 0.0
cluster11_cluster49_1 = -0.0
cluster11_cluster49_2 = -0.0
cluster13_cluster4_0 = 3.0
cluster13_cluster4_1 = 1.0000000000012355
cluster13_cluster4_2 = 10.000000000000128
cluster13_cluster7_0 = -0.0
cluster13_cluster7_1 = -0.0
cluster13_cluster7_2 = -0.0
cluster13_cluster12_0 = -0.0
cluster13_cluster12_1 = 0.0
cluster13_cluster12_2 = -0.0
cluster13_cluster15_0 = -0.0
cluster13_cluster15_1 = 1.999999999998764
cluster13_cluster15_2 = 0.0
cluster13_cluster37_0 = -0.0
cluster13_cluster37_1 = 1.0000000000000004
cluster13_cluster37_2 = 0.0
cluster13_cluster38_0 = 0.0
cluster13_cluster38_1 = 1.0000000000000007
cluster13_cluster38_2 = 0.0
cluster13_cluster44_0 = 0.0
cluster13_cluster44_1 = 2.0
cluster13_cluster44_2 = 0.0
cluster13_cluster49_0 = -0.0
cluster13_cluster49_1 = 0.0
cluster13_cluster49_2 = -0.0
cluster14_cluster4_0 = -0.0
cluster14_cluster4_1 = 0.0
cluster14_cluster4_2 = -0.0
cluster14_cluster7_0 = -0.0
cluster14_cluster7_1 = 0.0
cluster14_cluster7_2 = 0.0
cluster14_cluster12_0 = -0.0
cluster14_cluster12_1 = 5.0
cluster14_cluster12_2 = 7.000000000000001
cluster14_cluster15_0 = -0.0
cluster14_cluster15_1 = 1.0
cluster14_cluster15_2 = 0.0
cluster14_cluster37_0 = -0.0
cluster14_cluster37_1 = 0.0
cluster14_cluster37_2 = 0.0
cluster14_cluster38_0 = -0.0
cluster14_cluster38_1 = 0.0
cluster14_cluster38_2 = 0.0
cluster14_cluster44_0 = -0.0
cluster14_cluster44_1 = -0.0
cluster14_cluster44_2 = 0.0
cluster14_cluster49_0 = -0.0
cluster14_cluster49_1 = 0.0
cluster14_cluster49_2 = -0.0
cluster16_cluster4_0 = -0.0
cluster16_cluster4_1 = 2.0
cluster16_cluster4_2 = 5.000000000003638
cluster16_cluster7_0 = -0.0
cluster16_cluster7_1 = -0.0
cluster16_cluster7_2 = -0.0
cluster16_cluster12_0 = -0.0
cluster16_cluster12_1 = -0.0
cluster16_cluster12_2 = 0.0
cluster16_cluster15_0 = -0.0
cluster16_cluster15_1 = -0.0
cluster16_cluster15_2 = 1.0
cluster16_cluster37_0 = -0.0
cluster16_cluster37_1 = -0.0
cluster16_cluster37_2 = -0.0
cluster16_cluster38_0 = -0.0
cluster16_cluster38_1 = 0.0
cluster16_cluster38_2 = -0.0
cluster16_cluster44_0 = -0.0
cluster16_cluster44_1 = 0.0
cluster16_cluster44_2 = -0.0
cluster16_cluster49_0 = -0.0
cluster16_cluster49_1 = -0.0
cluster16_cluster49_2 = -3.637978807091713e-12
cluster17_cluster4_0 = -0.0
cluster17_cluster4_1 = 4.0
cluster17_cluster4_2 = 8.0
cluster17_cluster7_0 = -0.0
cluster17_cluster7_1 = 0.0
cluster17_cluster7_2 = -0.0
cluster17_cluster12_0 = -0.0
cluster17_cluster12_1 = -0.0
cluster17_cluster12_2 = -0.0
cluster17_cluster15_0 = -0.0
cluster17_cluster15_1 = -0.0
cluster17_cluster15_2 = -0.0
cluster17_cluster37_0 = -0.0
cluster17_cluster37_1 = 0.0
cluster17_cluster37_2 = 0.0
cluster17_cluster38_0 = -0.0
cluster17_cluster38_1 = 0.0
cluster17_cluster38_2 = -0.0
cluster17_cluster44_0 = -0.0
cluster17_cluster44_1 = 0.0
cluster17_cluster44_2 = -0.0
cluster17_cluster49_0 = -0.0
cluster17_cluster49_1 = -0.0
cluster17_cluster49_2 = 0.0
cluster18_cluster4_0 = -0.0
cluster18_cluster4_1 = 2.0
cluster18_cluster4_2 = 0.0
cluster18_cluster7_0 = -0.0
cluster18_cluster7_1 = -0.0
cluster18_cluster7_2 = 0.0
cluster18_cluster12_0 = -0.0
cluster18_cluster12_1 = -0.0
cluster18_cluster12_2 = 0.0
cluster18_cluster15_0 = -0.0
cluster18_cluster15_1 = -0.0
cluster18_cluster15_2 = -0.0
cluster18_cluster37_0 = -0.0
cluster18_cluster37_1 = -0.0
cluster18_cluster37_2 = 0.0
cluster18_cluster38_0 = -0.0
cluster18_cluster38_1 = 0.0
cluster18_cluster38_2 = 0.0
cluster18_cluster44_0 = -0.0
cluster18_cluster44_1 = 0.0
cluster18_cluster44_2 = 6.0
cluster18_cluster49_0 = -0.0
cluster18_cluster49_1 = -0.0
cluster18_cluster49_2 = -0.0
cluster19_cluster4_0 = -0.0
cluster19_cluster4_1 = 0.0
cluster19_cluster4_2 = 0.0
cluster19_cluster7_0 = 0.0
cluster19_cluster7_1 = -0.0
cluster19_cluster7_2 = -0.0
cluster19_cluster12_0 = 2.0
cluster19_cluster12_1 = 10.0
cluster19_cluster12_2 = 6.0
cluster19_cluster15_0 = -0.0
cluster19_cluster15_1 = -0.0
cluster19_cluster15_2 = -0.0
cluster19_cluster37_0 = -0.0
cluster19_cluster37_1 = 0.0
cluster19_cluster37_2 = -0.0
cluster19_cluster38_0 = 0.0
cluster19_cluster38_1 = -0.0
cluster19_cluster38_2 = -0.0
cluster19_cluster44_0 = 0.0
cluster19_cluster44_1 = -0.0
cluster19_cluster44_2 = 0.0
cluster19_cluster49_0 = 0.0
cluster19_cluster49_1 = -0.0
cluster19_cluster49_2 = -0.0
cluster20_cluster4_0 = 2.0
cluster20_cluster4_1 = 3.306727833904866e-12
cluster20_cluster4_2 = 3.0
cluster20_cluster7_0 = -0.0
cluster20_cluster7_1 = 0.0
cluster20_cluster7_2 = -0.0
cluster20_cluster12_0 = -0.0
cluster20_cluster12_1 = -0.0
cluster20_cluster12_2 = 1.0
cluster20_cluster15_0 = -0.0
cluster20_cluster15_1 = -0.0
cluster20_cluster15_2 = 0.0
cluster20_cluster37_0 = -0.0
cluster20_cluster37_1 = -0.0
cluster20_cluster37_2 = 0.0
cluster20_cluster38_0 = -0.0
cluster20_cluster38_1 = -0.0
cluster20_cluster38_2 = 0.0
cluster20_cluster44_0 = 0.0
cluster20_cluster44_1 = 2.9999999999966933
cluster20_cluster44_2 = -0.0
cluster20_cluster49_0 = -0.0
cluster20_cluster49_1 = -0.0
cluster20_cluster49_2 = -0.0
cluster21_cluster4_0 = 1.0
cluster21_cluster4_1 = 0.0
cluster21_cluster4_2 = 3.0
cluster21_cluster7_0 = -0.0
cluster21_cluster7_1 = 0.0
cluster21_cluster7_2 = -0.0
cluster21_cluster12_0 = 0.0
cluster21_cluster12_1 = 0.0
cluster21_cluster12_2 = 0.0
cluster21_cluster15_0 = -0.0
cluster21_cluster15_1 = 4.999999999999987
cluster21_cluster15_2 = -0.0
cluster21_cluster37_0 = 0.0
cluster21_cluster37_1 = -0.0
cluster21_cluster37_2 = 0.0
cluster21_cluster38_0 = -0.0
cluster21_cluster38_1 = 1.0000000000000129
cluster21_cluster38_2 = -0.0
cluster21_cluster44_0 = -0.0
cluster21_cluster44_1 = 0.0
cluster21_cluster44_2 = 0.0
cluster21_cluster49_0 = -0.0
cluster21_cluster49_1 = -0.0
cluster21_cluster49_2 = -0.0
cluster22_cluster4_0 = -0.0
cluster22_cluster4_1 = -0.0
cluster22_cluster4_2 = -0.0
cluster22_cluster7_0 = -0.0
cluster22_cluster7_1 = 1.0
cluster22_cluster7_2 = -0.0
cluster22_cluster12_0 = -0.0
cluster22_cluster12_1 = 2.0
cluster22_cluster12_2 = 6.999999999999999
cluster22_cluster15_0 = -0.0
cluster22_cluster15_1 = -0.0
cluster22_cluster15_2 = 1.0
cluster22_cluster37_0 = -0.0
cluster22_cluster37_1 = 0.0
cluster22_cluster37_2 = 1.0
cluster22_cluster38_0 = -0.0
cluster22_cluster38_1 = -0.0
cluster22_cluster38_2 = -0.0
cluster22_cluster44_0 = -0.0
cluster22_cluster44_1 = 1.0
cluster22_cluster44_2 = -0.0
cluster22_cluster49_0 = -0.0
cluster22_cluster49_1 = -0.0
cluster22_cluster49_2 = -0.0
cluster23_cluster4_0 = 1.0
cluster23_cluster4_1 = 4.0
cluster23_cluster4_2 = 4.0
cluster23_cluster7_0 = -0.0
cluster23_cluster7_1 = -0.0
cluster23_cluster7_2 = 0.0
cluster23_cluster12_0 = -0.0
cluster23_cluster12_1 = -0.0
cluster23_cluster12_2 = 0.0
